state,county,candidate,party,total_votes,won,Vote_Share_Of_Each_Party,"Vote_Share_Scale_(0:Dem,1:Rep)"
Oregon,Columbia County,Donald Trump,REP,17150,TRUE,0.553493626,0.553493626
Oregon,Coos County,Donald Trump,REP,21829,TRUE,0.605150809,0.605150809
Oregon,Crook County,Donald Trump,REP,11287,TRUE,0.748077943,0.748077943
Oregon,Curry County,Donald Trump,REP,8484,TRUE,0.583413561,0.583413561
Oregon,Deschutes County,Joe Biden,DEM,65962,TRUE,0.542414973,0.457585027
Oregon,Douglas County,Donald Trump,REP,43298,TRUE,0.693233853,0.693233853
Oregon,Gilliam County,Donald Trump,REP,834,TRUE,0.720207254,0.720207254
Oregon,Grant County,Donald Trump,REP,3545,TRUE,0.792355834,0.792355834
Oregon,Harney County,Donald Trump,REP,3475,TRUE,0.795376516,0.795376516
Oregon,Hood River County,Joe Biden,DEM,8764,TRUE,0.689047881,0.310952119
Oregon,Jackson County,Donald Trump,REP,63869,TRUE,0.517799379,0.517799379
Oregon,Jefferson County,Donald Trump,REP,7189,TRUE,0.620704542,0.620704542
Oregon,Josephine County,Donald Trump,REP,31751,TRUE,0.632464842,0.632464842
Oregon,Klamath County,Donald Trump,REP,25308,TRUE,0.708987001,0.708987001
Oregon,Lake County,Donald Trump,REP,3470,TRUE,0.81417175,0.81417175
Oregon,Lane County,Joe Biden,DEM,134366,TRUE,0.625825563,0.374174437
Oregon,Lincoln County,Joe Biden,DEM,17385,TRUE,0.582509633,0.417490367
Oregon,Linn County,Donald Trump,REP,43486,TRUE,0.621246321,0.621246321
Oregon,Malheur County,Donald Trump,REP,8187,TRUE,0.715209225,0.715209225
Oregon,Marion County,Joe Biden,DEM,80872,TRUE,0.505848356,0.494151644
Oregon,Morrow County,Donald Trump,REP,3586,TRUE,0.723421424,0.723421424
Oregon,Multnomah County,Joe Biden,DEM,367249,TRUE,0.815666616,0.184333384
Oregon,Polk County,Donald Trump,REP,23732,TRUE,0.50873545,0.50873545
Oregon,Sherman County,Donald Trump,REP,921,TRUE,0.779847587,0.779847587
Oregon,Tillamook County,Donald Trump,REP,8354,TRUE,0.508769793,0.508769793
Oregon,Umatilla County,Donald Trump,REP,21270,TRUE,0.665165588,0.665165588
Oregon,Union County,Donald Trump,REP,10298,TRUE,0.707669049,0.707669049
Oregon,Wallowa County,Donald Trump,REP,3404,TRUE,0.67687413,0.67687413
Oregon,Wasco County,Donald Trump,REP,7035,TRUE,0.515800279,0.515800279
Oregon,Washington County,Joe Biden,DEM,209940,TRUE,0.679388893,0.320611107
Oregon,Wheeler County,Donald Trump,REP,711,TRUE,0.766163793,0.766163793
Oregon,Yamhill County,Donald Trump,REP,29551,TRUE,0.520951961,0.520951961
Pennsylvania,Adams County,Donald Trump,REP,37523,TRUE,0.673299839,0.673299839
Pennsylvania,Allegheny County,Joe Biden,DEM,430759,TRUE,0.603581197,0.396418803
Pennsylvania,Armstrong County,Donald Trump,REP,27489,TRUE,0.764730429,0.764730429
Pennsylvania,Beaver County,Donald Trump,REP,54759,TRUE,0.589560836,0.589560836
Pennsylvania,Bedford County,Donald Trump,REP,23025,TRUE,0.84057389,0.84057389
Pennsylvania,Berks County,Donald Trump,REP,109736,TRUE,0.541555833,0.541555833
Pennsylvania,Blair County,Donald Trump,REP,45306,TRUE,0.719805535,0.719805535
Pennsylvania,Bradford County,Donald Trump,REP,21600,TRUE,0.72859745,0.72859745
Pennsylvania,Bucks County,Joe Biden,DEM,204712,TRUE,0.522119267,0.477880733
Pennsylvania,Butler County,Donald Trump,REP,74359,TRUE,0.664708985,0.664708985
Pennsylvania,Cambria County,Donald Trump,REP,48085,TRUE,0.688748836,0.688748836
Pennsylvania,Cameron County,Donald Trump,REP,1771,TRUE,0.736382536,0.736382536
Pennsylvania,Carbon County,Donald Trump,REP,21984,TRUE,0.662248464,0.662248464
Pennsylvania,Centre County,Joe Biden,DEM,40055,TRUE,0.524094888,0.475905112
Pennsylvania,Chester County,Joe Biden,DEM,182372,TRUE,0.586523958,0.413476042
Pennsylvania,Clarion County,Donald Trump,REP,14578,TRUE,0.757062734,0.757062734
Pennsylvania,Clearfield County,Donald Trump,REP,29203,TRUE,0.751183249,0.751183249
Pennsylvania,Clinton County,Donald Trump,REP,11902,TRUE,0.683865778,0.683865778
Pennsylvania,Columbia County,Donald Trump,REP,20098,TRUE,0.656154097,0.656154097
Pennsylvania,Crawford County,Donald Trump,REP,28559,TRUE,0.688450691,0.688450691
Pennsylvania,Cumberland County,Donald Trump,REP,77212,TRUE,0.553661702,0.553661702
Pennsylvania,Dauphin County,Joe Biden,DEM,78983,TRUE,0.543245455,0.456754545
Pennsylvania,Delaware County,Joe Biden,DEM,206423,TRUE,0.635235648,0.364764352
Pennsylvania,Elk County,Donald Trump,REP,12140,TRUE,0.728604009,0.728604009
Pennsylvania,Erie County,Joe Biden,DEM,68286,TRUE,0.505242129,0.494757871
Pennsylvania,Fayette County,Donald Trump,REP,41227,TRUE,0.66849897,0.66849897
Pennsylvania,Forest County,Donald Trump,REP,1882,TRUE,0.721072797,0.721072797
Pennsylvania,Franklin County,Donald Trump,REP,57245,TRUE,0.718553479,0.718553479
Pennsylvania,Fulton County,Donald Trump,REP,6824,TRUE,0.862814515,0.862814515
Pennsylvania,Greene County,Donald Trump,REP,12579,TRUE,0.719210978,0.719210978
Pennsylvania,Huntingdon County,Donald Trump,REP,17061,TRUE,0.758064516,0.758064516
Pennsylvania,Indiana County,Donald Trump,REP,28089,TRUE,0.689757631,0.689757631
Pennsylvania,Jefferson County,Donald Trump,REP,17960,TRUE,0.798683684,0.798683684
Pennsylvania,Juniata County,Donald Trump,REP,9649,TRUE,0.810704083,0.810704083
Pennsylvania,Lackawanna County,Joe Biden,DEM,61991,TRUE,0.542234857,0.457765143
Pennsylvania,Lancaster County,Donald Trump,REP,160209,TRUE,0.580349639,0.580349639
Pennsylvania,Lawrence County,Donald Trump,REP,29597,TRUE,0.649413055,0.649413055
Pennsylvania,Lebanon County,Donald Trump,REP,46731,TRUE,0.66132205,0.66132205
Pennsylvania,Lehigh County,Joe Biden,DEM,98288,TRUE,0.53842572,0.46157428
Pennsylvania,Luzerne County,Donald Trump,REP,86929,TRUE,0.572647264,0.572647264
Pennsylvania,Lycoming County,Donald Trump,REP,41462,TRUE,0.709564801,0.709564801
Pennsylvania,McKean County,Donald Trump,REP,14083,TRUE,0.734216151,0.734216151
Pennsylvania,Mercer County,Donald Trump,REP,36143,TRUE,0.631760182,0.631760182
Pennsylvania,Mifflin County,Donald Trump,REP,16670,TRUE,0.783622432,0.783622432
Pennsylvania,Monroe County,Joe Biden,DEM,44060,TRUE,0.532215592,0.467784408
Pennsylvania,Montgomery County,Joe Biden,DEM,319511,TRUE,0.632731385,0.367268615
Pennsylvania,Montour County,Donald Trump,REP,5844,TRUE,0.607800312,0.607800312
Pennsylvania,Northampton County,Joe Biden,DEM,85087,TRUE,0.503649203,0.496350797
Pennsylvania,Northumberland County,Donald Trump,REP,28952,TRUE,0.695476711,0.695476711
Pennsylvania,Perry County,Donald Trump,REP,18293,TRUE,0.754568329,0.754568329
Pennsylvania,Philadelphia County,Joe Biden,DEM,603790,TRUE,0.81977652,0.18022348
Pennsylvania,Pike County,Donald Trump,REP,19213,TRUE,0.596084636,0.596084636
Pennsylvania,Potter County,Donald Trump,REP,7239,TRUE,0.807473508,0.807473508
Pennsylvania,Schuylkill County,Donald Trump,REP,48871,TRUE,0.702189718,0.702189718
Pennsylvania,Snyder County,Donald Trump,REP,13983,TRUE,0.740115387,0.740115387
Pennsylvania,Somerset County,Donald Trump,REP,31466,TRUE,0.784297109,0.784297109
Pennsylvania,Sullivan County,Donald Trump,REP,2619,TRUE,0.739830508,0.739830508
Pennsylvania,Susquehanna County,Donald Trump,REP,15207,TRUE,0.709182484,0.709182484
Pennsylvania,Tioga County,Donald Trump,REP,15742,TRUE,0.760593323,0.760593323
Pennsylvania,Union County,Donald Trump,REP,12356,TRUE,0.623064898,0.623064898
Pennsylvania,Venango County,Donald Trump,REP,18569,TRUE,0.709987,0.709987
Pennsylvania,Warren County,Donald Trump,REP,14237,TRUE,0.70122642,0.70122642
Pennsylvania,Washington County,Donald Trump,REP,72080,TRUE,0.615185033,0.615185033
Pennsylvania,Wayne County,Donald Trump,REP,18637,TRUE,0.669721144,0.669721144
Pennsylvania,Westmoreland County,Donald Trump,REP,130218,TRUE,0.643538081,0.643538081
Pennsylvania,Wyoming County,Donald Trump,REP,9936,TRUE,0.678688525,0.678688525
Pennsylvania,York County,Donald Trump,REP,146733,TRUE,0.624802531,0.624802531
Rhode Island,East Providence,Joe Biden,DEM,14735,TRUE,0.650121332,0.349878668
Rhode Island,Exeter,Donald Trump,REP,2009,TRUE,0.504393673,0.504393673
Rhode Island,Foster,Donald Trump,REP,1582,TRUE,0.563791875,0.563791875
Rhode Island,Glocester,Donald Trump,REP,3351,TRUE,0.559525797,0.559525797
Rhode Island,Hopkinton,Donald Trump,REP,2423,TRUE,0.513238721,0.513238721
Rhode Island,Jamestown,Joe Biden,DEM,2795,TRUE,0.697529324,0.302470676
Rhode Island,Johnston,Donald Trump,REP,8222,TRUE,0.545949535,0.545949535
Rhode Island,Lincoln,Joe Biden,DEM,6633,TRUE,0.534402191,0.465597809
Rhode Island,Little Compton,Joe Biden,DEM,1524,TRUE,0.615757576,0.384242424
Rhode Island,Middletown,Joe Biden,DEM,5529,TRUE,0.657119087,0.342880913
Rhode Island,Barrington,Joe Biden,DEM,7713,TRUE,0.727504244,0.272495756
Rhode Island,Narragansett,Joe Biden,DEM,5333,TRUE,0.600292661,0.399707339
Rhode Island,Newport,Joe Biden,DEM,7866,TRUE,0.747150456,0.252849544
Rhode Island,New Shoreham,Joe Biden,DEM,748,TRUE,0.79321315,0.20678685
Rhode Island,North Kingstown,Joe Biden,DEM,10534,TRUE,0.613619153,0.386380847
Rhode Island,North Providence,Joe Biden,DEM,9438,TRUE,0.569686727,0.430313273
Rhode Island,North Smithfield,Donald Trump,REP,3550,TRUE,0.50304662,0.50304662
Rhode Island,Pawtucket,Joe Biden,DEM,18053,TRUE,0.713275385,0.286724615
Rhode Island,Portsmouth,Joe Biden,DEM,6649,TRUE,0.624671176,0.375328824
Rhode Island,Providence,Joe Biden,DEM,45941,TRUE,0.818518716,0.181481284
Rhode Island,Richmond,Joe Biden,DEM,2346,TRUE,0.500319898,0.499680102
Rhode Island,Bristol,Joe Biden,DEM,6813,TRUE,0.597212482,0.402787518
Rhode Island,Scituate,Donald Trump,REP,3806,TRUE,0.581868216,0.581868216
Rhode Island,Smithfield,Donald Trump,REP,5744,TRUE,0.507869142,0.507869142
Rhode Island,South Kingstown,Joe Biden,DEM,11254,TRUE,0.692255644,0.307744356
Rhode Island,Tiverton,Joe Biden,DEM,5123,TRUE,0.560503282,0.439496718
Rhode Island,Warren,Joe Biden,DEM,3524,TRUE,0.609161625,0.390838375
Rhode Island,Warwick,Joe Biden,DEM,25845,TRUE,0.568984876,0.431015124
Rhode Island,Westerly,Joe Biden,DEM,7153,TRUE,0.56697844,0.43302156
Rhode Island,West Greenwich,Donald Trump,REP,2242,TRUE,0.569758577,0.569758577
Rhode Island,West Warwick,Joe Biden,DEM,7234,TRUE,0.526990602,0.473009398
Rhode Island,Woonsocket,Joe Biden,DEM,7289,TRUE,0.537774827,0.462225173
Rhode Island,Burrillville,Donald Trump,REP,4906,TRUE,0.5882494,0.5882494
Rhode Island,Central Falls,Joe Biden,DEM,3073,TRUE,0.734113712,0.265886288
Rhode Island,Charlestown,Joe Biden,DEM,2909,TRUE,0.569610339,0.430389661
Rhode Island,Coventry,Donald Trump,REP,10461,TRUE,0.534160539,0.534160539
Rhode Island,Cranston,Joe Biden,DEM,23039,TRUE,0.570950634,0.429049366
Rhode Island,Cumberland,Joe Biden,DEM,10869,TRUE,0.563540208,0.436459792
Rhode Island,East Greenwich,Joe Biden,DEM,5218,TRUE,0.617880403,0.382119597
South Carolina,Abbeville County,Donald Trump,REP,8215,TRUE,0.667018513,0.667018513
South Carolina,Aiken County,Donald Trump,REP,51589,TRUE,0.61515072,0.61515072
South Carolina,Allendale County,Joe Biden,DEM,2718,TRUE,0.764987335,0.235012665
South Carolina,Anderson County,Donald Trump,REP,67565,TRUE,0.713207507,0.713207507
South Carolina,Bamberg County,Joe Biden,DEM,4010,TRUE,0.623930294,0.376069706
South Carolina,Barnwell County,Donald Trump,REP,5492,TRUE,0.537798668,0.537798668
South Carolina,Beaufort County,Donald Trump,REP,53194,TRUE,0.55058843,0.55058843
South Carolina,Berkeley County,Donald Trump,REP,57397,TRUE,0.559315923,0.559315923
South Carolina,Calhoun County,Donald Trump,REP,4305,TRUE,0.524360536,0.524360536
South Carolina,Charleston County,Joe Biden,DEM,121485,TRUE,0.565620024,0.434379976
South Carolina,Cherokee County,Donald Trump,REP,18043,TRUE,0.720970191,0.720970191
South Carolina,Chester County,Donald Trump,REP,8660,TRUE,0.555092622,0.555092622
South Carolina,Chesterfield County,Donald Trump,REP,11297,TRUE,0.603214438,0.603214438
South Carolina,Clarendon County,Donald Trump,REP,8361,TRUE,0.503341159,0.503341159
South Carolina,Colleton County,Donald Trump,REP,10440,TRUE,0.548261737,0.548261737
South Carolina,Darlington County,Donald Trump,REP,16832,TRUE,0.525146637,0.525146637
South Carolina,Dillon County,Donald Trump,REP,6582,TRUE,0.50560762,0.50560762
South Carolina,Dorchester County,Donald Trump,REP,41913,TRUE,0.553401904,0.553401904
South Carolina,Edgefield County,Donald Trump,REP,8184,TRUE,0.622973282,0.622973282
South Carolina,Fairfield County,Joe Biden,DEM,7382,TRUE,0.614808029,0.385191971
South Carolina,Florence County,Donald Trump,REP,32615,TRUE,0.51146343,0.51146343
South Carolina,Georgetown County,Donald Trump,REP,20487,TRUE,0.564240271,0.564240271
South Carolina,Greenville County,Donald Trump,REP,150021,TRUE,0.592848872,0.592848872
South Carolina,Greenwood County,Donald Trump,REP,19431,TRUE,0.615372435,0.615372435
South Carolina,Hampton County,Joe Biden,DEM,5323,TRUE,0.576768881,0.423231119
South Carolina,Horry County,Donald Trump,REP,118821,TRUE,0.667529958,0.667529958
South Carolina,Jasper County,Joe Biden,DEM,7185,TRUE,0.503750964,0.496249036
South Carolina,Kershaw County,Donald Trump,REP,20471,TRUE,0.617154055,0.617154055
South Carolina,Lancaster County,Donald Trump,REP,30312,TRUE,0.615484578,0.615484578
South Carolina,Laurens County,Donald Trump,REP,20004,TRUE,0.663196632,0.663196632
South Carolina,Lee County,Joe Biden,DEM,5329,TRUE,0.639198753,0.360801247
South Carolina,Lexington County,Donald Trump,REP,92817,TRUE,0.65309813,0.65309813
South Carolina,McCormick County,Donald Trump,REP,2958,TRUE,0.524003543,0.524003543
South Carolina,Marion County,Joe Biden,DEM,8872,TRUE,0.60837962,0.39162038
South Carolina,Marlboro County,Joe Biden,DEM,6290,TRUE,0.554967355,0.445032645
South Carolina,Newberry County,Donald Trump,REP,11443,TRUE,0.621868377,0.621868377
South Carolina,Oconee County,Donald Trump,REP,29698,TRUE,0.740376945,0.740376945
South Carolina,Orangeburg County,Joe Biden,DEM,27295,TRUE,0.667392049,0.332607951
South Carolina,Pickens County,Donald Trump,REP,42907,TRUE,0.75871764,0.75871764
South Carolina,Richland County,Joe Biden,DEM,132570,TRUE,0.694509202,0.305490798
South Carolina,Saluda County,Donald Trump,REP,6210,TRUE,0.676986809,0.676986809
South Carolina,Spartanburg County,Donald Trump,REP,93560,TRUE,0.638695848,0.638695848
South Carolina,Sumter County,Joe Biden,DEM,27379,TRUE,0.565927365,0.434072635
South Carolina,Union County,Donald Trump,REP,8183,TRUE,0.62379936,0.62379936
South Carolina,Williamsburg County,Joe Biden,DEM,10289,TRUE,0.650338158,0.349661842
South Carolina,York County,Donald Trump,REP,82727,TRUE,0.583673757,0.583673757
South Dakota,Aurora County,Donald Trump,REP,1052,TRUE,0.76844412,0.76844412
South Dakota,Beadle County,Donald Trump,REP,4808,TRUE,0.695300072,0.695300072
South Dakota,Bennett County,Donald Trump,REP,694,TRUE,0.598275862,0.598275862
South Dakota,Bon Homme County,Donald Trump,REP,2235,TRUE,0.75608931,0.75608931
South Dakota,Brookings County,Donald Trump,REP,8000,TRUE,0.566973777,0.566973777
South Dakota,Brown County,Donald Trump,REP,10580,TRUE,0.618062858,0.618062858
South Dakota,Brule County,Donald Trump,REP,1750,TRUE,0.722245151,0.722245151
South Dakota,Buffalo County,Joe Biden,DEM,352,TRUE,0.657943925,0.342056075
South Dakota,Butte County,Donald Trump,REP,3731,TRUE,0.798929336,0.798929336
South Dakota,Campbell County,Donald Trump,REP,747,TRUE,0.864583333,0.864583333
South Dakota,Charles Mix County,Donald Trump,REP,2552,TRUE,0.684365782,0.684365782
South Dakota,Clark County,Donald Trump,REP,1373,TRUE,0.758563536,0.758563536
South Dakota,Clay County,Joe Biden,DEM,3083,TRUE,0.556598664,0.443401336
South Dakota,Codington County,Donald Trump,REP,8958,TRUE,0.700117233,0.700117233
South Dakota,Corson County,Donald Trump,REP,647,TRUE,0.509850276,0.509850276
South Dakota,Custer County,Donald Trump,REP,3852,TRUE,0.716784518,0.716784518
South Dakota,Davison County,Donald Trump,REP,5613,TRUE,0.679457693,0.679457693
South Dakota,Day County,Donald Trump,REP,1869,TRUE,0.639849367,0.639849367
South Dakota,Deuel County,Donald Trump,REP,1699,TRUE,0.736135182,0.736135182
South Dakota,Dewey County,Joe Biden,DEM,1131,TRUE,0.588755856,0.411244144
South Dakota,Douglas County,Donald Trump,REP,1468,TRUE,0.871733967,0.871733967
South Dakota,Edmunds County,Donald Trump,REP,1538,TRUE,0.786700767,0.786700767
South Dakota,Fall River County,Donald Trump,REP,2878,TRUE,0.732129229,0.732129229
South Dakota,Faulk County,Donald Trump,REP,964,TRUE,0.829604131,0.829604131
South Dakota,Grant County,Donald Trump,REP,2618,TRUE,0.71257485,0.71257485
South Dakota,Gregory County,Donald Trump,REP,1771,TRUE,0.795597484,0.795597484
South Dakota,Haakon County,Donald Trump,REP,1026,TRUE,0.907161804,0.907161804
South Dakota,Hamlin County,Donald Trump,REP,2372,TRUE,0.785690626,0.785690626
South Dakota,Hand County,Donald Trump,REP,1433,TRUE,0.793466224,0.793466224
South Dakota,Hanson County,Donald Trump,REP,1793,TRUE,0.762978723,0.762978723
South Dakota,Harding County,Donald Trump,REP,748,TRUE,0.938519448,0.938519448
South Dakota,Hughes County,Donald Trump,REP,5522,TRUE,0.651563422,0.651563422
South Dakota,Hutchinson County,Donald Trump,REP,2944,TRUE,0.79438748,0.79438748
South Dakota,Hyde County,Donald Trump,REP,564,TRUE,0.805714286,0.805714286
South Dakota,Jackson County,Donald Trump,REP,738,TRUE,0.672743847,0.672743847
South Dakota,Jerauld County,Donald Trump,REP,721,TRUE,0.727547931,0.727547931
South Dakota,Jones County,Donald Trump,REP,498,TRUE,0.846938776,0.846938776
South Dakota,Kingsbury County,Donald Trump,REP,1904,TRUE,0.699228792,0.699228792
South Dakota,Lake County,Donald Trump,REP,3681,TRUE,0.640285267,0.640285267
South Dakota,Lawrence County,Donald Trump,REP,8753,TRUE,0.6586155,0.6586155
South Dakota,Lincoln County,Donald Trump,REP,19617,TRUE,0.620830432,0.620830432
South Dakota,Lyman County,Donald Trump,REP,1042,TRUE,0.664964901,0.664964901
South Dakota,McCook County,Donald Trump,REP,2068,TRUE,0.72893902,0.72893902
South Dakota,McPherson County,Donald Trump,REP,1075,TRUE,0.828835775,0.828835775
South Dakota,Marshall County,Donald Trump,REP,1287,TRUE,0.6,0.6
South Dakota,Meade County,Donald Trump,REP,9875,TRUE,0.750379939,0.750379939
South Dakota,Mellette County,Donald Trump,REP,449,TRUE,0.60107095,0.60107095
South Dakota,Miner County,Donald Trump,REP,787,TRUE,0.710930443,0.710930443
South Dakota,Minnehaha County,Donald Trump,REP,49249,TRUE,0.548851567,0.548851567
South Dakota,Moody County,Donald Trump,REP,1951,TRUE,0.623322684,0.623322684
South Dakota,Oglala Lakota County,Joe Biden,DEM,2829,TRUE,0.904990403,0.095009597
South Dakota,Pennington County,Donald Trump,REP,35063,TRUE,0.629847851,0.629847851
South Dakota,Perkins County,Donald Trump,REP,1401,TRUE,0.854268293,0.854268293
South Dakota,Potter County,Donald Trump,REP,1139,TRUE,0.833821376,0.833821376
South Dakota,Roberts County,Donald Trump,REP,2404,TRUE,0.56805293,0.56805293
South Dakota,Sanborn County,Donald Trump,REP,905,TRUE,0.778829604,0.778829604
South Dakota,Spink County,Donald Trump,REP,2104,TRUE,0.678272083,0.678272083
South Dakota,Stanley County,Donald Trump,REP,1203,TRUE,0.740763547,0.740763547
South Dakota,Sully County,Donald Trump,REP,726,TRUE,0.796926454,0.796926454
South Dakota,Todd County,Joe Biden,DEM,1963,TRUE,0.786773547,0.213226453
South Dakota,Tripp County,Donald Trump,REP,2161,TRUE,0.813629518,0.813629518
South Dakota,Turner County,Donald Trump,REP,3290,TRUE,0.742831339,0.742831339
South Dakota,Union County,Donald Trump,REP,5944,TRUE,0.685661553,0.685661553
South Dakota,Walworth County,Donald Trump,REP,1966,TRUE,0.776768076,0.776768076
South Dakota,Yankton County,Donald Trump,REP,6581,TRUE,0.621024818,0.621024818
South Dakota,Ziebach County,Joe Biden,DEM,481,TRUE,0.543502825,0.456497175
Tennessee,Anderson County,Donald Trump,REP,23184,TRUE,0.663822477,0.663822477
Tennessee,Bedford County,Donald Trump,REP,14354,TRUE,0.763226458,0.763226458
Tennessee,Benton County,Donald Trump,REP,5668,TRUE,0.787550368,0.787550368
Tennessee,Bledsoe County,Donald Trump,REP,4725,TRUE,0.829529494,0.829529494
Tennessee,Blount County,Donald Trump,REP,47369,TRUE,0.725394711,0.725394711
